path,label
/catclass/dataset1/caterwaul/562_185.wav,0
/catclass/dataset1/caterwaul/389_464.wav,0
/catclass/dataset1/caterwaul/812_1006.wav,0
/catclass/dataset1/caterwaul/664_200.wav,1
/catclass/dataset1/caterwaul/709_304.wav,0
/catclass/dataset1/caterwaul/637_2.wav,0
/catclass/dataset1/caterwaul/407_243.wav,1
/catclass/dataset1/caterwaul/715_521.wav,0
/catclass/dataset1/caterwaul/563_475.wav,0
/catclass/dataset1/caterwaul/815_27.wav,0
/catclass/dataset1/caterwaul/623_83.wav,0
/catclass/dataset1/caterwaul/632_89.wav,0
/catclass/dataset1/caterwaul/534_201.wav,1
/catclass/dataset1/caterwaul/454_3.wav,0
/catclass/dataset1/caterwaul/519_343.wav,0
/catclass/dataset1/caterwaul/783_335.wav,0
/catclass/dataset1/caterwaul/478_673.wav,0
/catclass/dataset1/caterwaul/758_268.wav,0
/catclass/dataset1/caterwaul/516_18.wav,1
/catclass/dataset1/caterwaul/562_277.wav,0
/catclass/dataset1/caterwaul/574_330.wav,1
/catclass/dataset1/caterwaul/138_47.wav,0
/catclass/dataset1/caterwaul/709_637.wav,0
/catclass/dataset1/caterwaul/814_317.wav,0
/catclass/dataset1/caterwaul/433_137.wav,0
/catclass/dataset1/caterwaul/751_231.wav,1
/catclass/dataset1/caterwaul/436_499.wav,0
/catclass/dataset1/caterwaul/492_175.wav,0
/catclass/dataset1/caterwaul/815_334.wav,0
/catclass/dataset1/caterwaul/825_16.wav,0
/catclass/dataset1/caterwaul/520_203.wav,0
/catclass/dataset1/caterwaul/686_304.wav,1
/catclass/dataset1/caterwaul/587_26.wav,0
/catclass/dataset1/caterwaul/824_755.wav,0
/catclass/dataset1/caterwaul/534_28.wav,1
/catclass/dataset1/caterwaul/748_380.wav,0
/catclass/dataset1/caterwaul/391_33.wav,0
/catclass/dataset1/caterwaul/508_48.wav,0
/catclass/dataset1/caterwaul/699_149.wav,0
/catclass/dataset1/caterwaul/832_872.wav,0
/catclass/dataset1/caterwaul/647_89.wav,0
/catclass/dataset1/caterwaul/440_8.wav,1
/catclass/dataset1/caterwaul/759_326.wav,0
/catclass/dataset1/caterwaul/478_330.wav,0
/catclass/dataset1/caterwaul/433_243.wav,0
/catclass/dataset1/caterwaul/438_35.wav,0
/catclass/dataset1/caterwaul/667_313.wav,1
/catclass/dataset1/caterwaul/757_676.wav,0
/catclass/dataset1/caterwaul/630_107.wav,0
/catclass/dataset1/caterwaul/546_327.wav,0
/catclass/dataset1/caterwaul/751_317.wav,0
/catclass/dataset1/caterwaul/478_972.wav,0
/catclass/dataset1/caterwaul/436_114.wav,0
/catclass/dataset1/caterwaul/518_570.wav,0
/catclass/dataset1/caterwaul/478_406.wav,0
/catclass/dataset1/caterwaul/142_175.wav,0
/catclass/dataset1/caterwaul/805_1.wav,0
/catclass/dataset1/caterwaul/397_262.wav,0
/catclass/dataset1/caterwaul/498_226.wav,0
/catclass/dataset1/caterwaul/570_23.wav,0
/catclass/dataset1/caterwaul/412_554.wav,1
/catclass/dataset1/caterwaul/505_290.wav,0
/catclass/dataset1/caterwaul/757_154.wav,0
/catclass/dataset1/caterwaul/129_101.wav,0
/catclass/dataset1/caterwaul/568_108.wav,0
/catclass/dataset1/caterwaul/534_347.wav,0
/catclass/dataset1/caterwaul/562_165.wav,0
/catclass/dataset1/caterwaul/664_436.wav,1
/catclass/dataset1/caterwaul/386_189.wav,0
/catclass/dataset1/caterwaul/632_8.wav,0
/catclass/dataset1/caterwaul/387_338.wav,0
/catclass/dataset1/caterwaul/399_281.wav,0
/catclass/dataset1/caterwaul/693_219.wav,0
/catclass/dataset1/caterwaul/573_386.wav,0
/catclass/dataset1/caterwaul/826_239.wav,0
/catclass/dataset1/caterwaul/129_186.wav,0
/catclass/dataset1/caterwaul/767_307.wav,0
/catclass/dataset1/caterwaul/826_215.wav,0
/catclass/dataset1/caterwaul/709_332.wav,1
/catclass/dataset1/caterwaul/673_521.wav,0
/catclass/dataset1/caterwaul/412_57.wav,0
/catclass/dataset1/caterwaul/768_635.wav,0
/catclass/dataset1/caterwaul/685_117.wav,1
/catclass/dataset1/caterwaul/682_85.wav,0
/catclass/dataset1/caterwaul/671_266.wav,0
/catclass/dataset1/caterwaul/434_377.wav,0
/catclass/dataset1/caterwaul/814_32.wav,0
/catclass/dataset1/caterwaul/415_400.wav,1
/catclass/dataset1/caterwaul/585_85.wav,0
/catclass/dataset1/caterwaul/408_100.wav,1
